#uidA	uidB	altA	altB	aliasA	aliasB	method	author	pmids	taxa	taxb	interactionType	sourcedb	interactionIdentifier	confidence	expansion	biological_role_A	biological_role_B	experimental_role_A	experimental_role_B	interactor_type_A	interactor_type_B	xrefs_A	xrefs_B	xrefs_Interaction	Annotations_A	Annotations_B	Annotations_Interaction	Host_organism_taxid	parameters_Interaction	Creation_date	Update_date	Checksum_A	Checksum_B	Checksum_Interaction	Negative	OriginalReferenceA	OriginalReferenceB	FinalReferenceA	FinalReferenceB	MappingScoreA	MappingScoreB	irogida	irogidb	irigid	crogida	crogidb	crigid	icrogida	icrogidb	icrigid	imex_id	edgetype	numParticipants
uniprotkb:Q86Y56	uniprotkb:E9PNH2	entrezgene/locuslink:54919|refseq:NP_060272|uniprotkb:Q86Y56|rogid:5AmIkT2NW1/GyC8udQmrI5hRAsU9606|irogid:9645115	entrezgene/locuslink:9638|uniprotkb:E9PNH2|rogid:zYp8bgvY1ULyzJaWfOAupxebtl09606|irogid:53407120	hgnc:HEATR2|uniprotkb:HEAT2_HUMAN|crogid:5AmIkT2NW1/GyC8udQmrI5hRAsU9606|icrogid:9645115	hgnc:FEZ1|uniprotkb:E9PNH2_HUMAN|crogid:RKDxw2P5XBHcRtf1VQxY1t3bHVU9606|icrogid:3884235	MI:0018(two hybrid)	Stelzl U (2005)	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0463(biogrid)	biogrid:269549|rigid:ZuwQbKx2+98MnmKs03Hgg/xEUII|edgetype:X	hpr:6860|lpr:6860|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0496(bait)	MI:0498(prey)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2013-03-02	2013-03-02	rogid:5AmIkT2NW1/GyC8udQmrI5hRAsU9606	rogid:zYp8bgvY1ULyzJaWfOAupxebtl09606	rigid:ZuwQbKx2+98MnmKs03Hgg/xEUII	false	refseq:NP_060272	entrez gene/locuslink:9638	refseq:NP_060272	uniprotkb:E9PNH2	P	PGD+L	9645115	53407120	1411564	5AmIkT2NW1/GyC8udQmrI5hRAsU9606	RKDxw2P5XBHcRtf1VQxY1t3bHVU9606	5Z4t4HNuGJIj07PymEemT0esHa8	9645115	3884235	684670	-	X	2
uniprotkb:Q5RL73	uniprotkb:P21673	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:3794|entrezgene/locuslink:6303|genbank_protein_gi:4506789|rogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606|irogid:4925944	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:SAT1|uniprotkb:Q6ICU9_HUMAN|uniprotkb:SAT1_HUMAN|crogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606|icrogid:4925944	MI:0018(two hybrid)	-	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	-	MI:0468(hprd)	hprd:-|rigid:rttLpslwZ2VCI8VpvGaGd3bQ5Bo|edgetype:X	hpr:47500|lpr:6860|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:xuCACF5E/GV3eKfMqdhnXImFfmk9606	rigid:rttLpslwZ2VCI8VpvGaGd3bQ5Bo	false	uniprot:Q5RL73	entrezgene:6303	uniprotkb:Q5RL73	refseq:NP_002961	SD+O	STGD+O	1258659	4925944	1022424	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	xuCACF5E/GV3eKfMqdhnXImFfmk9606	iBrQRYNpV6HFbO85kBJXBcY+Src	23415319	4925944	1449584	-	X	2
uniprotkb:O00167	uniprotkb:Q9UIU6	entrezgene/locuslink:2139|refseq:NP_005235|uniprotkb:O00167|rogid:GzEF57gMLHQVYIXIpdcf3XffCS49606|irogid:2146559	entrezgene/locuslink:51804|refseq:NP_059116|uniprotkb:Q9UIU6|rogid:YmHeGHHL3o6cF42qjXIFZ7fOZl49606|irogid:9442767	hgnc:EYA2|uniprotkb:EYA2_HUMAN|crogid:GzEF57gMLHQVYIXIpdcf3XffCS49606|icrogid:2146559	hgnc:SIX4|uniprotkb:SIX4_HUMAN|crogid:YmHeGHHL3o6cF42qjXIFZ7fOZl49606|icrogid:9442767	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:0Xa/heR25Rlzl5Y6H9yq2DwGm08|edgetype:X	hpr:47500|lpr:9|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:GzEF57gMLHQVYIXIpdcf3XffCS49606	rogid:YmHeGHHL3o6cF42qjXIFZ7fOZl49606	rigid:0Xa/heR25Rlzl5Y6H9yq2DwGm08	false	Swiss-Prot:O00167	Swiss-Prot:Q9UIU6	uniprotkb:O00167	uniprotkb:Q9UIU6	PD	PD	2146559	9442767	641918	GzEF57gMLHQVYIXIpdcf3XffCS49606	YmHeGHHL3o6cF42qjXIFZ7fOZl49606	0Xa/heR25Rlzl5Y6H9yq2DwGm08	2146559	9442767	641918	-	X	2
uniprotkb:Q5RL73	uniprotkb:E9PI28	entrezgene/locuslink:84060|refseq:NM_032120|refseq:NP_115496|rogid:BnBn7WG9pDLy56v88coNY6I9waI9606|irogid:1258659	entrezgene/locuslink:79096|uniprotkb:E9PI28|rogid:weP0uPFq18GZlq51qPivUIsGJK89606|irogid:51950227	hgnc:RBM48|uniprotkb:RBM48_HUMAN|crogid:1il9Vt0U6BcSfvF4H4CQpbemKKE9606|icrogid:23415319	hgnc:C11orf49|uniprotkb:E9PI28_HUMAN|crogid:Oao8NIAnfftuY6pDEEtZOEC2Ods9606|icrogid:3340496	MI:0018(two hybrid)	Stelzl U (2005)	pubmed:16169070	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0463(biogrid)	biogrid:269729|rigid:zHzUlI74vM2L6ZLgpiMNQtzk5pk|edgetype:X	hpr:6860|lpr:6860|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2013-03-02	2013-03-02	rogid:BnBn7WG9pDLy56v88coNY6I9waI9606	rogid:weP0uPFq18GZlq51qPivUIsGJK89606	rigid:zHzUlI74vM2L6ZLgpiMNQtzk5pk	false	uniprot/swiss-prot:Q5RL73	entrez gene/locuslink:79096	uniprotkb:Q5RL73	uniprotkb:E9PI28	SD	PGD+L	1258659	51950227	1528712	1il9Vt0U6BcSfvF4H4CQpbemKKE9606	Oao8NIAnfftuY6pDEEtZOEC2Ods9606	AjHAx4R2Iuz0VnzFj9JKd1kUAXk	23415319	3340496	1295666	-	X	2
uniprotkb:B2RDF2	uniprotkb:Q96P70	entrezgene/locuslink:23481|refseq:NP_055118|uniprotkb:B2RDF2|rogid:Nq1SJ37kJfe+vF9zmNASz1gnbfY9606|irogid:3254823	entrezgene/locuslink:55705|refseq:NP_060555|uniprotkb:Q96P70|rogid:jsjQSBULeF1L2FlDcPZouMz6pJE9606|irogid:2606282	hgnc:PES1|uniprotkb:B2RDF2_HUMAN|uniprotkb:PESC_HUMAN|crogid:Nq1SJ37kJfe+vF9zmNASz1gnbfY9606|icrogid:3254823	hgnc:IPO9|uniprotkb:IPO9_HUMAN|crogid:jsjQSBULeF1L2FlDcPZouMz6pJE9606|icrogid:2606282	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:XHFiq76AKWY736Y9msHyoX2JiFE|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:Nq1SJ37kJfe+vF9zmNASz1gnbfY9606	rogid:jsjQSBULeF1L2FlDcPZouMz6pJE9606	rigid:XHFiq76AKWY736Y9msHyoX2JiFE	false	Swiss-Prot:O00541	Swiss-Prot:Q96P70	uniprotkb:O00541	uniprotkb:Q96P70	PD	PD	3254823	2606282	1117974	Nq1SJ37kJfe+vF9zmNASz1gnbfY9606	jsjQSBULeF1L2FlDcPZouMz6pJE9606	XHFiq76AKWY736Y9msHyoX2JiFE	3254823	2606282	1117974	-	X	2
uniprotkb:F1D8N4	uniprotkb:H9ZYJ2	entrezgene/locuslink:2908|entrezgene/locuslink:389335|genbank_protein_gi:4504133|rogid:4IOUe8VfG++O0M9uS6phAd8TBzw9606|irogid:532535	entrezgene/locuslink:7295|genbank_protein_gi:50592994|refseq:NP_003320|rogid:5u+iJJtwAwAKXljKHnpY8h5uRkQ9606|irogid:644464	hgnc:NR3C1|uniprotkb:F1D8N4_HUMAN|uniprotkb:GCR_HUMAN|crogid:GViE7KDvZNK3N7UPdXZr931uNgk9606|icrogid:2126581	hgnc:TXN|uniprotkb:H9ZYJ2_HUMAN|uniprotkb:THIO_HUMAN|crogid:5u+iJJtwAwAKXljKHnpY8h5uRkQ9606|icrogid:644464	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:O+CM8XlQTUKucTuv4a2hAEUR+d8|edgetype:X	hpr:47500|lpr:3|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:4IOUe8VfG++O0M9uS6phAd8TBzw9606	rogid:5u+iJJtwAwAKXljKHnpY8h5uRkQ9606	rigid:O+CM8XlQTUKucTuv4a2hAEUR+d8	false	Swiss-Prot:P04150	Swiss-Prot:P10599	uniprotkb:P04150	uniprotkb:P10599	PD	PD	532535	644464	958016	GViE7KDvZNK3N7UPdXZr931uNgk9606	5u+iJJtwAwAKXljKHnpY8h5uRkQ9606	dmvcdYEzzNsjuOljaVLbnLRb7AU	2126581	644464	780027	-	X	2
uniprotkb:Q15334	uniprotkb:Q9H0R8	entrezgene/locuslink:3996|uniprotkb:Q15334|rogid:VqlrgKVnWmXyx1lvnpRe9hRQD0Q9606|irogid:11793525	entrezgene/locuslink:23710|refseq:NM_031412|refseq:NP_113600|rogid:X3TVNoI2dr936S1k875QCIVQWbo9606|irogid:4805603	hgnc:LLGL1|uniprotkb:L2GL1_HUMAN|crogid:VqlrgKVnWmXyx1lvnpRe9hRQD0Q9606|icrogid:11793525	hgnc:GABARAPL1|uniprotkb:GBRL1_HUMAN|crogid:X3TVNoI2dr936S1k875QCIVQWbo9606|icrogid:4805603	MI:0004(affinity chromatography technology)	Behrends C (2010)	pubmed:20562859	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0463(biogrid)	biogrid:446190|rigid:WC9aTaaoIaPb4wXT+QoatpcrDnc|edgetype:X	hpr:975|lpr:975|np:1	none	MI:0499(unspecified role)	MI:0499(unspecified role)	MI:0498(prey)	MI:0496(bait)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	taxid:32644(unidentified)	-	2013-03-02	2013-03-02	rogid:VqlrgKVnWmXyx1lvnpRe9hRQD0Q9606	rogid:X3TVNoI2dr936S1k875QCIVQWbo9606	rigid:WC9aTaaoIaPb4wXT+QoatpcrDnc	false	uniprot/swiss-prot:Q15334	refseq:NP_113600	uniprotkb:Q15334	refseq:NP_113600	SD	P	11793525	4805603	1233529	VqlrgKVnWmXyx1lvnpRe9hRQD0Q9606	X3TVNoI2dr936S1k875QCIVQWbo9606	WC9aTaaoIaPb4wXT+QoatpcrDnc	11793525	4805603	1233529	-	X	2
uniprotkb:P36873	refseq:NC_001802	entrezgene/locuslink:5501|genbank_protein_gi:4506007|pdb:1IT6|rogid:SyjV/4d9V8lV/BXub2KESPKvupA9606|irogid:4122724	entrezgene/locuslink:155871|genbank_protein_gi:9629358|refseq:NC_001802|rogid:nfZ/HCkCTIeVuIXrHNkRveyVYfM11676|irogid:3202773	hgnc:PPP1CC|uniprotkb:PP1G_HUMAN|crogid:5NtEoPTRYdHbnJXixD/4mhV2BR49606|icrogid:25243141	hgnc:tat|crogid:3BYr1kNbjSZO1Dpqk1sfb5XDns811676|icrogid:24154737	-	-	pubmed:12036313|pubmed:12788939	taxid:9606(Homo sapiens)	taxid:11676(Human immunodeficiency virus 1)	-	MI:0462(bind)	bind:179353|rigid:FMWdYgGHTtYZiHGUBlaxrjfdN2s|edgetype:X	hpr:6|lpr:4|np:2	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:SyjV/4d9V8lV/BXub2KESPKvupA9606	rogid:nfZ/HCkCTIeVuIXrHNkRveyVYfM11676	rigid:FMWdYgGHTtYZiHGUBlaxrjfdN2s	false	GenBank:NP_002701	GenBank:NP_057853	refseq:NP_002701	refseq:NP_057853	PD	PD	4122724	3202773	813951	5NtEoPTRYdHbnJXixD/4mhV2BR49606	3BYr1kNbjSZO1Dpqk1sfb5XDns811676	/IfkwUsF3La1LoGpwlJIzDNZsLg	25243141	24154737	1243082	-	X	2
uniprotkb:Q02543	uniprotkb:Q9NW82	entrezgene/locuslink:6142|refseq:NM_000980|refseq:NP_000971|rogid:O9XdW7Let2GcJpJLVuUtatVVv1I9606|irogid:3337017	entrezgene/locuslink:55100|refseq:NP_060504|uniprotkb:Q9NW82|rogid:hG9Nbynx50TVtGujhzTLx3dBTKM9606|irogid:2213915	hgnc:RPL18A|uniprotkb:RL18A_HUMAN|crogid:O9XdW7Let2GcJpJLVuUtatVVv1I9606|icrogid:3337017	hgnc:WDR70|uniprotkb:WDR70_HUMAN|crogid:hG9Nbynx50TVtGujhzTLx3dBTKM9606|icrogid:2213915	MI:0064(interologs mapping)	-	pubmed:15657099	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:wLgtIpM4OBTMKhB1RXU7cDQ9RJw|edgetype:X	hpr:47500|lpr:47500|np:1	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:O9XdW7Let2GcJpJLVuUtatVVv1I9606	rogid:hG9Nbynx50TVtGujhzTLx3dBTKM9606	rigid:wLgtIpM4OBTMKhB1RXU7cDQ9RJw	false	Swiss-Prot:Q02543	Swiss-Prot:Q9NW82	uniprotkb:Q02543	uniprotkb:Q9NW82	PD	PD	3337017	2213915	1103004	O9XdW7Let2GcJpJLVuUtatVVv1I9606	hG9Nbynx50TVtGujhzTLx3dBTKM9606	wLgtIpM4OBTMKhB1RXU7cDQ9RJw	3337017	2213915	1103004	-	X	2
uniprotkb:F1D8N4	uniprotkb:P42229	entrezgene/locuslink:2908|entrezgene/locuslink:389335|genbank_protein_gi:4504133|rogid:4IOUe8VfG++O0M9uS6phAd8TBzw9606|irogid:532535	entrezgene/locuslink:6776|genbank_protein_gi:21618342|refseq:NP_003143|rogid:KwM9uGM/He9Ome/Pzi6u/SgC6NY9606|irogid:2791829	hgnc:NR3C1|uniprotkb:F1D8N4_HUMAN|uniprotkb:GCR_HUMAN|crogid:GViE7KDvZNK3N7UPdXZr931uNgk9606|icrogid:2126581	hgnc:STAT5A|uniprotkb:STA5A_HUMAN|crogid:KwM9uGM/He9Ome/Pzi6u/SgC6NY9606|icrogid:2791829	MI:0024(confirmational text mining)	-	pubmed:8878484	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0191(aggregation)	MI:0000(ophid)	ophid:-|rigid:k0z8uNOteHhq5PSKVe4WJDVaEAc|edgetype:X	hpr:47500|lpr:2|np:3	none	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0000(unspecified)	MI:0326(protein)	MI:0326(protein)	-	-	-	-	-	-	-	-	2013-03-02	2013-03-02	rogid:4IOUe8VfG++O0M9uS6phAd8TBzw9606	rogid:KwM9uGM/He9Ome/Pzi6u/SgC6NY9606	rigid:k0z8uNOteHhq5PSKVe4WJDVaEAc	false	Swiss-Prot:P04150	Swiss-Prot:P42229	uniprotkb:P04150	uniprotkb:P42229	PD	PD	532535	2791829	890410	GViE7KDvZNK3N7UPdXZr931uNgk9606	KwM9uGM/He9Ome/Pzi6u/SgC6NY9606	87Xd+ikOMNIwSm3Ihw1Abc+2j6A	2126581	2791829	1283501	-	X	2
