UniProt/SwissProt Accession	HGNC symbol
Q9Y2B4	TP53TG5
Q8NFD2	ANKK1
O75844	ZMPSTE24
Q9Y5Q5	CORIN
Q96C90	PPP1R14B
O95741	CPNE6
Q15468	STIL
P46092	CCR10
Q16635	TAZ
Q9BYC9	MRPL20
O95741	CPNE6
P08493	MGP
Q9P232	CNTN3
Q9H993	C6orf211
O60216	RAD21
Q16602	CALCRL
P35503	UGT1A3
P78357	CNTNAP1
Q8NEM8	AGBL3
Q6UXX5	ITIH5L
Q16602	CALCRL
O95661	DIRAS3
Q15468	STIL
O95661	DIRAS3
Q16602	CALCRL
P18615	RDBP
Q9Y2R9	MRPS7
Q8NCE2	MTMR14
Q8NEM8	AGBL3
Q9BTP6	ZBED2
Q8TC41	RNF217
Q9BQY9	DBNDD2
P61236	YPEL3
Q8NBF2	NHLRC2
P61236	YPEL3
A6NGY1	FRG2C
Q8N966	ZDHHC22
Q8N6M0	OTUD6B
Q68CR1	SEL1L3
P41002	CCNF
P38159	RBMX
Q9NZJ5	EIF2AK3
Q96D70	C19orf22
Q96DN0	ERP27
Q8N6M0	OTUD6B
Q969F8	KISS1R
Q96QE4	LRRC37B
O60494	CUBN
Q9BY31	ZNF717
Q99856	ARID3A
Q92521	PIGB
P30740	SERPINB1
A1L4L8	PLAC8L1
Q9BV38	WDR18
O14770	MEIS2
Q7L5L3	GDPD3
Q5T9L3	WLS
B9EJG8	TMEM150C
B9EJG8	TMEM150C
Q9ULZ2	STAP1
Q99750	MDFI
Q9ULZ2	STAP1
Q14055	COL9A2
P14416	DRD2
Q99750	MDFI
Q5JRA6	MIA3
Q9Y2V2	CARHSP1
Q96QE4	LRRC37B
Q9Y2V2	CARHSP1
Q01970	PLCB3
Q69YZ2	TMEM200B
Q8WXU2	DYX1C1
Q69YZ2	TMEM200B
Q6PIW4	FIGNL1
Q9Y5N6	ORC6
Q6PIW4	FIGNL1
Q6PIW4	FIGNL1
P29474	NOS3
Q86W74	ANKRD46
Q6PIW4	FIGNL1
O76031	CLPX
Q0VAA5	PLCXD2
Q9HCK4	ROBO2
A9UHW6	MIF4GD
Q8TD06	AGR3
A9UHW6	MIF4GD
Q8N6L7	C9orf71
P10646	TFPI
Q9ULG6	DYX1C1
Q9Y605	MRFAP1
Q8WXU2	DYX1C1
Q9C0K1	SLC39A8
Q9Y605	MRFAP1
Q9C0K1	SLC39A8
A2IDD5	CCDC78
P30622	CLIP1
Q8WVZ7	RNF133
Q96BJ3	AIDA
P10646	TFPI
P22309	UGT1A1
Q7Z3C6	ATG9A
Q9HC21	SLC25A19
Q7Z3C6	ATG9A
Q9HC21	SLC25A19
Q9UNF1	MAGED2
Q9HC21	SLC25A19
P06865	HEXA
Q7Z3C6	ATG9A
P30475	HLA-B
P30462	HLA-B
P30479	HLA-B
Q95365	HLA-B
P30460	HLA-B
Q8IYT3	C6orf97
Q08170	SRSF4
Q9HC21	SLC25A19
Q9UNF1	MAGED2
Q8TBN0	RAB3IL1
Q969N2	PIGT
O14986	PIP5K1B
Q9NQI0	DDX4
Q5HYR2	DMRTC1B
Q9BRN9	TM2D3
Q969N2	PIGT
P62993	GRB2
Q86SQ0	PHLDB2
Q8N7C7	RNF148
Q92800	EZH1
Q92800	EZH1
Q9UNF1	MAGED2
P62993	GRB2
Q5HYR2	DMRTC1B
P30622	CLIP1
Q9UNF1	MAGED2
P62993	GRB2
Q9UNF1	MAGED2
O14986	PIP5K1B
Q86SQ0	PHLDB2
P25815	S100P
Q71F23	MLF1IP
Q96HT8	MRFAP1L1
Q9NPG2	NGB
Q04759	PRKCQ
Q9NUP1	CNO
Q5VW32	BROX
P24534	EEF1B2
Q32MK0	MYLK3
O60391	GRIN3B
P24534	EEF1B2
Q86SK9	SCD5
Q8N394	TMTC2
Q92628	KIAA0232
P30622	CLIP1
Q9UGU0	TCF20
Q92628	KIAA0232
Q16890	TPD52L1
Q9BUW7	C9orf16
P24534	EEF1B2
Q9BWK5	C7orf49
A6PVY3	FAM177B
P54845	NRL
P54845	NRL
P46091	GPR1
A6PVY3	FAM177B
Q16890	TPD52L1
A0AVT1	UBA6
Q9P2J5	LARS
P30085	CMPK1
P46091	GPR1
Q16890	TPD52L1
Q8NET5	NFAM1
O60880	SH2D1A
P35869	AHR
Q96F81	DISP1
Q9H7Z3	C14orf102
O60895	RAMP2
Q7L2K0	C16orf59
Q4ZIN3	C19orf6
P26640	VARS
Q8IXI2	RHOT1
O60602	TLR5
Q9NYV7	TAS2R16
Q9BRG1	VPS25
Q9Y616	IRAK3
Q16822	PCK2
Q9NSQ0	RRP7A
Q9Y3A4	RRP7A
Q9UKY4	POMT2
O60602	TLR5
Q9Y616	IRAK3
P51531	SMARCA2
Q5VUJ6	LRCH2
Q6ZNQ3	LRRC69
Q6VY07	PACS1
Q12767	KIAA0195
Q9BZW2	SLC13A1
P59768	GNG2
Q96J92	WNK4
Q5VX71	SUSD4
Q6PCB0	VWA1
P50453	SERPINB9
Q99439	CNN2
Q9HCK1	ZDBF2
Q9P2M4	TBC1D14
P79522	PRR3
Q9P2M4	TBC1D14
Q13461	FOXE3
Q8IZF5	GPR113
O60548	FOXD2
Q9P2M4	TBC1D14
P51531	SMARCA2
Q5VX71	SUSD4
Q9NRG1	PRTFDC1
Q9BV79	MECR
Q9NRG1	PRTFDC1
Q8NCD3	HJURP
P49247	RPIA
Q9NV12	TMEM140
Q9UBT3	DKK4
O76090	BEST1
Q8N715	C1orf65
P52566	ARHGDIB
Q93009	USP7
Q92934	BAD
Q5T2N8	ATAD3C
Q92934	BAD
Q9H4I8	SERHL2
Q99932	SPAG8
O75077	ADAM23
Q7L775	EPM2AIP1
P60900	PSMA6
Q2M3M2	SLC5A9
P01130	LDLR
Q9Y2R0	CCDC56
P03372	ESR1
P19838	NFKB1
A6NHC0	CAPN8
Q8N815	CNTD1
Q14541	HNF4G
Q6ZNB6	NFXL1
Q9H4A6	GOLPH3
Q5HYR2	DMRTC1
P03372	ESR1
Q9UBP9	GULP1
Q12816	TRO
Q14508	WFDC2
Q14541	HNF4G
P27361	MAPK3
Q9H3S3	TMPRSS5
A4D1P6	WDR91
Q9UBP9	GULP1
P03372	ESR1
Q9UBP9	GULP1
Q16518	RPE65
Q8NE71	ABCF1
P49223	SPINT3
P03372	ESR1
Q9UBP9	GULP1
O75339	CILP
Q8NA54	IQUB
Q9BQY6	WFDC6
Q8NA54	IQUB
Q8TEW0	PARD3
Q9ULV3	CIZ1
Q8WXE0	CASKIN2
P58872	RHBDL3
Q8WU79	SMAP2
O95925	SPINLW1
Q96I23	PIGY
Q8IZY2	ABCA7
Q8NBT2	SPC24
Q8NG08	HELB
Q9Y277	VDAC3
Q5T9A4	ATAD3B
Q9HAS0	C17orf75
Q9H3M0	KCNF1
Q96LR7	C2orf50
Q96LR7	C2orf50
P17655	CAPN2
Q7Z6J9	TSEN54
A2RTX5	TARSL2
Q14457	BECN1
Q5JQF8	PABPC1L2B
Q5JQF8	PABPC1L2A
Q5JQF8	PABPC1L2A
Q8IUA0	WFDC8
Q9GZY0	NXF2B
A6NFF2	NAP1L6
Q9ULW6	NAP1L2
Q9GZY0	NXF2B
Q8IUA0	WFDC8
Q6PH81	C16orf87
P40425	PBX2
Q9ULV3	CIZ1
Q9GZY0	NXF2B
Q8IZY2	ABCA7
Q15034	HERC3
Q9H2J7	SLC6A15
Q9Y3Y4	PYGO1
P25963	NFKBIA
Q15034	HERC3
Q8WW24	TEKT4
P61289	PSME3
P0C874	FAM75D1
Q6ZUB0	FAM75D1
Q6ZQQ2	FAM75D1
Q2VWP7	PRTG
P35237	SERPINB6
Q5VZV4	FAM75B
O43670	ZNF207
P35237	SERPINB6
P40692	MLH1
P35237	SERPINB6
O14627	CDX4
P35237	SERPINB6
P21145	MAL
P35237	SERPINB6
P35237	SERPINB6
Q5JPE7	NOMO2
Q9NWH7	SPATA6
Q8N5G0	C4orf52
Q8IZ41	RASEF
Q9Y224	C14orf166
Q9BY77	POLDIP3
Q5VXU3	CHIC1
Q9BY77	POLDIP3
P11172	UMPS
Q5TB30	DEPDC1
A2CJ06	DYTN
Q07954	LRP1
Q8TEB1	DCAF11
Q8TD30	GPT2
Q9BY77	POLDIP3
Q9UJL9	ZNF643
Q9UJL9	ZNF643
Q13625	TP53BP2
Q15477	SKIV2L
Q9H8Y5	ANKZF1
Q02509	OC90
Q8NEX5	WFDC9
Q5VUG0	SFMBT2
Q9NPR2	SEMA4B
Q9NPR2	SEMA4B
Q8N6Q1	TMCO5A
Q9H1F0	WFDC10A
Q5VUG0	SFMBT2
P82675	MRPS5
Q2M329	CCDC96
Q8NEX6	WFDC11
Q8NEX6	WFDC11
Q7Z699	SPRED1
Q4LEZ3	C8orf85
O60884	DNAJA2
Q8IYX7	FAM154A
Q96P56	CATSPER2
Q9Y5W8	SNX13
Q8IUB3	WFDC10B
Q8IV61	RASGRP3
Q8N755	PQLC3
Q86TJ2	TADA2B
Q8IUB5	WFDC13
Q8IV61	RASGRP3
Q8N8D7	NKAIN3
Q6UDR6	SPINT4
Q5I0G3	MDH1B
Q92729	PTPRU
Q8TE54	SLC26A7
Q9H8Y5	ANKZF1
Q9Y2P4	SLC27A6
P62158	CALM1
Q9Y2P4	SLC27A6
Q96P56	CATSPER2
Q7Z2W7	TRPM8
O00634	NTN3
Q52LJ0	FAM98B
Q8IUB2	WFDC3
Q9HAV7	GRPEL1
Q49AA0	ZNF642
Q49AA0	ZNF642
Q6PII5	HAGHL
Q8IW50	C9orf25
O75106	AOC2
Q969H9	DIRC1
A2A2Y4	FRMD3
Q16853	AOC3
Q9Y333	LSM2
Q9HAC8	UBTD1
O43264	ZW10
Q9H790	DEM1
Q9H790	DEM1
P35813	PPM1A
Q7RTY1	SLC16A9
Q7RTY1	SLC16A9
Q9H790	DEM1
Q9Y6N7	ROBO1
Q92619	HMHA1
P35813	PPM1A
P35575	G6PC
Q9UKZ4	ODZ1
P08588	ADRB1
Q8NC67	NETO2
Q8NGB9	OR4F6
Q8NGB8	OR4F15
Q63ZY3	KANK2
Q8NH21	OR4F4
P28702	RXRB
Q63ZY3	KANK2
Q8N5Y8	PARP16
O95267	RASGRP1
Q5VU57	AGBL4
Q8N7X1	RBMXL3
Q8IWU4	SLC30A8
Q06330	RBPJ
Q9H0B6	KLC2
Q9H0B6	KLC2
Q9P127	LUZP4
C9JL84	HHLA1
Q7Z4H3	HDDC2
O94979	SEC31A
Q9H0B6	KLC2
Q9NVI7	ATAD3A
P09874	PARP1
P34931	HSPA1L
P02461	COL3A1
Q7Z3E2	C10orf118
Q7L4P6	BEND5
P16083	NQO2
Q9C0I1	MTMR12
Q6P1M3	LLGL2
Q06330	RBPJ
P00387	CYB5R3
P16083	NQO2
O94979	SEC31A
Q9Y4H4	GPSM3
P48029	SLC6A8
P18084	ITGB5
P33121	ACSL1
Q96PQ0	SORCS2
P16083	NQO2
Q9Y4H4	GPSM3
P19388	POLR2E
Q86UP3	ZFHX4
P08107	HSPA1A
P36969	GPX4
Q9NVF7	FBXO28
Q08357	SLC20A2
O75116	ROCK2
Q8TC29	ENKUR
P19484	TFEB
Q6P4F1	FUT10
Q96HP0	DOCK6
P10242	MYB
Q8IVU1	IGDCC3
O15121	DEGS1
P19484	TFEB
P19484	TFEB
Q6UXH0	C19orf80
P19484	TFEB
P0C672	TSPAN19
O15121	DEGS1
Q9UKR8	TSPAN16
Q8WW36	ZCCHC13
Q96NT1	NAP1L5
O00231	PSMD11
P46934	NEDD4
P46934	NEDD4
Q6NUJ1	PSAPL1
Q16718	NDUFA5
Q9BX68	HINT2
P19484	TFEB
Q6VEQ5	WASH3P
C4AMC7	WASH3P
P36021	SLC16A2
Q9GZV1	ANKRD2
Q96T92	INSM2
O94979	SEC31A
Q9Y2G9	SBNO2
Q6NZY4	ZCCHC8
Q8IYQ7	THNSL1
C9JDP6	CLDN25
Q8N556	AFAP1
Q96JP2	MYO15B
Q16204	CCDC6
Q9ULP9	TBC1D24
O95716	RAB3D
Q7L523	RRAGA
Q5T848	GPR158
Q9BTE6	AARSD1
Q5VW00	DCAF12L2
Q8N9S9	SNX31
Q5VU92	DCAF12L1
Q8N556	AFAP1
P13797	PLS3
A5D6W6	FITM1
Q9UBP5	HEY2
Q8NAA6	C15orf53
Q96N19	GPR137
P20711	DDC
Q9H147	DNTTIP1
Q8WXA9	SREK1
Q96CN7	ISOC1
O94988	FAM13A
Q99466	NOTCH4
P20711	DDC
P13797	PLS3
O15381	NVL
Q96N19	GPR137
Q9NYY8	FASTKD2
O94988	FAM13A
P08107	HSPA1B
Q96N19	GPR137
Q8WXA9	SREK1
P02794	FTH1
Q13956	PDE6H
Q9NYY8	FASTKD2
P05997	COL5A2
Q6UWU2	GLB1L
Q96RU2	USP28
Q9NYY8	FASTKD2
O00762	UBE2C
Q8TE59	ADAMTS19
Q96NW7	LRRC7
Q96A58	RERG
O94988	FAM13A
Q15078	CDK5R1
Q6UWU2	GLB1L
Q5T5D7	ZNF684
O94988	FAM13A
Q8TDY8	IGDCC4
Q6UW68	TMEM205
P02794	FTH1
Q6UW68	TMEM205
Q06323	PSME1
Q9NUJ1	ABHD10
A4QMS7	C5orf49
Q8N8G6	C15orf54
P0C7I6	CCDC159
Q8NEV4	MYO3A
Q9NUT2	ABCB8
Q86XE5	HOGA1
O94832	MYO1D
Q7Z4H7	HAUS6
Q9UJD0	RIMS3
B1ATL7	CXorf64
Q9UJD0	RIMS3
Q6GYQ0	RALGAPA1
P02585	TNNC2
Q8TB96	ITFG1
Q8N1H7	C14orf39
Q99828	CIB1
Q9Y330	ZBTB12
P49757	NUMB
A4QN01	C10orf40
Q9P003	CNIH4
A4QN01	C10orf40
Q92820	GGH
Q14CZ0	C16orf72
Q96P66	GPR101
O94762	RECQL5
O94762	RECQL5
Q969T3	SNX21
O60481	ZIC3
Q96QC0	PPP1R10
Q7L4I2	RSRC2
P26378	ELAVL4
A6NDV4	TMEM8B
Q6NVH7	C19orf39
Q8NI08	NCOA7
Q16827	PTPRO
P07996	THBS1
P21941	MATN1
A6NDV4	TMEM8B
P27449	ATP6V0C
Q9NVW2	RLIM
O43525	KCNQ3
Q8TDG2	ACTRT1
Q7Z4Y8	ATP5L2
Q92913	FGF13
A6NGA9	TMEM202
Q9NVW2	RLIM
P19235	EPOR
Q9NPC4	A4GALT
Q9NPC4	A4GALT
Q9NPC4	A4GALT
Q9UBA6	C6orf48
Q8NI17	IL31RA
Q9UBA6	C6orf48
P00751	CFB
Q8NI08	NCOA7
Q15831	STK11
Q13571	LAPTM5
Q9UBA6	C6orf48
Q9UBA6	C6orf48
Q9UBA6	C6orf48
Q96JM4	LRRIQ1
Q9UBA6	C6orf48
Q9UBA6	C6orf48
Q8NI17	IL31RA
Q9UBA6	C6orf48
Q9UBA6	C6orf48
Q8NI17	IL31RA
Q8N350	C19orf26
Q13103	SPP2
Q9Y3R0	GRIP1
Q5VTM1	FAM25C
P30049	ATP5D
P30049	ATP5D
Q5VTM1	FAM25C
Q6ZNW5	C15orf58
Q13103	SPP2
Q6NXR4	C8orf41
Q504T8	MIDN
O14734	ACOT8
Q9UI46	DNAI1
Q6NXR4	C8orf41
Q14011	CIRBP
Q9H6Q4	NARFL
Q14112	NID2
Q9C0D9	EPT1
Q8NCA5	FAM98A
Q9H7D7	WDR26
Q9Y2Y6	TMEM98
Q96SC8	DMRTA2
Q92504	SLC39A7
Q96SC8	DMRTA2
Q92504	SLC39A7
Q8WXK1	ASB15
Q9UI15	TAGLN3
O43708	GSTZ1
Q8WXK1	ASB15
Q9Y2Y6	TMEM98
Q9UI15	TAGLN3
P28370	SMARCA1
Q3MIN7	RGL3
Q8WXK1	ASB15
Q9UI15	TAGLN3
Q13972	RASGRF1
Q8WXK1	ASB15
Q8WXK1	ASB15
O43708	GSTZ1
Q8NCA5	FAM98A
Q9UI15	TAGLN3
O75056	SDC3
O95158	NXPH4
P59942	MCCD1
Q7Z7C7	STRA8
Q96E09	FAM122A
P22612	PRKACG
Q13952	NFYC
Q96K75	ZNF514
Q9BXT4	TDRD1
Q96K75	ZNF514
O75716	STK16
Q16595	FXN
Q9H3R2	MUC13
Q9BTU6	PI4K2A
Q9Y303	AMDHD2
O43708	GSTZ1
Q5SV17	C1orf70
O75716	STK16
O77932	DOM3Z
O77932	DOM3Z
Q9H9A6	LRRC40
Q04446	GBE1
Q71RC9	C17orf109
A6NNM8	TTLL13
Q9Y4X5	ARIH1
O77932	DOM3Z
Q9NP77	SSU72
Q04446	GBE1
Q8IVL8	CPO
P20142	PGC
Q8IWA0	WDR75
Q8TBE1	CNIH3
Q9NP61	ARFGAP3
O75840	KLF7
Q6P5Q4	LMOD2
Q70JA7	CHSY3
Q9NPE2	NGRN
Q9UBK8	MTRR
Q12955	ANK3
Q9BSG1	ZNF2
Q9UHR5	SAP30BP
Q96HR3	MED30
Q96MP5	ZSWIM3
O95628	CNOT4
P11940	PABPC1
Q9BR11	ZSWIM1
P98155	VLDLR
Q9BR11	ZSWIM1
P56559	ARL4C
Q9BR10	C20orf165
P56559	ARL4C
Q9BR09	NEURL2
Q9UNN5	FAF1
Q5QGS0	KIAA2022
Q5QGS0	KIAA2022
Q99519	NEU1
Q96MC2	CCDC164
Q9P0V3	SH3BP4
Q6H8Q1	ABLIM2
P34897	SHMT2
Q96E16	C8orf40
Q9P0V3	SH3BP4
Q9P0V3	SH3BP4
Q96E16	C8orf40
Q86UX2	ITIH5
Q96E16	C8orf40
Q0VDD8	DNAH14
P16220	CREB1
Q96E16	C8orf40
Q8IYJ1	CPNE9
Q2TAK8	MUM1
Q8IYJ1	CPNE9
Q12879	GRIN2A
Q12879	GRIN2A
Q12879	GRIN2A
Q6NVV3	NIPAL1
Q2TAK8	MUM1
Q68DX3	FRMPD2
Q7RTY8	TMPRSS7
Q2TAK8	MUM1
Q13322	GRB10
A5D8V7	CCDC151
O43921	EFNA2
P49638	TTPA
Q96KR1	ZFR
Q9NYG8	KCNK4
P0CG35	TMSB15A
P0CG34	TMSB15A
Q14671	PUM1
Q96C34	RUNDC1
Q8WWX8	SLC5A11
Q13322	GRB10
Q9NYG8	KCNK4
P61353	RPL27
O75251	NDUFS7
P10619	CTSA
P16118	PFKFB1
P29973	CNGA1
P10619	CTSA
Q14739	LBR
Q96AX9	MIB2
Q05519	SRSF11
Q13838	DDX39B
O00462	MANBA
Q8IZM0	CNGA1
Q13838	DDX39B
Q14739	LBR
O75027	ABCB7
Q9BXY0	MAK16
P10619	CTSA
Q13838	DDX39B
P29973	CNGA1
P80217	IFI35
Q6P1M9	ARMCX5
Q6V1X1	DPP8
P31146	CORO1A
Q05519	SRSF11
Q99536	VAT1
Q9Y3B6	FAM158A
Q6P1M9	ARMCX5
Q8IXA5	SPACA3
Q6PRD7	CEMP1
Q9H9V4	RNF122
Q8N8S7	ENAH
P68366	TUBA4A
Q5T6J7	C9orf103
P52198	RND2
O15117	FYB
Q6V1X1	DPP8
P02771	AFP
P02771	AFP
Q9BY60	GABARAPL3
O75461	E2F6
Q9UNF0	PACSIN2
P28328	PEX2
Q16515	ACCN1
Q6NX45	ZNF774
P30101	PDIA3
P49458	SRP9
Q9UNF0	PACSIN2
Q9UNF0	PACSIN2
Q8WXB1	METTL21A
P42773	CDKN2C
P13500	CCL2
Q86TV6	TTC7B
P42773	CDKN2C
P42773	CDKN2C
P28328	PEX2
Q9Y676	MRPS18B
Q8WXB1	METTL21A
Q8WXB1	METTL21A
Q8WXB1	METTL21A
Q5T7R7	C1orf185
Q9UL46	PSME2
Q8WXB1	METTL21A
Q05901	CHRNB3
B1AK76	SNURFL
Q9UBZ4	APEX2
P07099	EPHX1
Q9Y3C5	RNF11
P07099	EPHX1
Q16394	EXT1
Q96KJ4	MSLNL
Q13546	RIPK1
O00401	WASL
Q13546	RIPK1
Q9NP59	SLC40A1
O15530	PDPK1
Q15825	CHRNA6
Q9H0X9	OSBPL5
Q92506	HSD17B8
Q9BV47	DUSP26
Q9HC10	OTOF
Q9UKV0	HDAC9
P25686	DNAJB2
O95922	TTLL1
Q06587	RING1
Q9UJJ7	RPUSD1
Q8NFJ8	BHLHE22
Q8N271	PROM2
O14717	TRDMT1
Q8N271	PROM2
O14717	TRDMT1
Q5BVD1	C3orf52
P32238	CCKAR
P22557	ALAS2
P80098	CCL7
O94886	TMEM63A
O75881	CYP7B1
Q9NQS7	INCENP
Q9NVV9	THAP1
P80098	CCL7
P49773	HINT1
Q13258	PTGDR
Q9NTU4	C11orf20
P49842	STK19
P16144	ITGB4
O75610	LEFTY1
Q5T681	C10orf62
O14717	TRDMT1
Q8N3J6	CADM2
P30968	GNRHR
Q8NDC4	MORN4
O43559	FRS3
Q8NA03	FSIP1
Q9NVT9	ARMC1
O43559	FRS3
O95264	HTR3B
Q9UDY2	TJP2
O95475	SIX6
Q6ZV77	C9orf139
Q2M3T9	HYAL4
Q15475	SIX1
Q2M3T9	HYAL4
Q76FK4	NOL8
Q11130	FUT7
P51671	CCL11
P46940	IQGAP1
Q5U5X0	LYRM7
P38567	SPAM1
P80075	CCL8
P80075	CCL8
Q5SRH9	TTC39A
Q6UXZ4	UNC5D
P38398	BRCA1
P38567	SPAM1
Q06455	RUNX1T1
P14314	PRKCSH
Q8N5T2	TBC1D19
O60235	TMPRSS11D
P38567	SPAM1
P42681	TXK
Q5T686	AVPI1
Q96C36	PYCR2
A8MV65	VGLL3
Q9NQX5	NPDC1
Q8N9W8	FAM71D
P00740	F9
P00740	F9
P0C6C1	ANKRD34C
Q99616	CCL13
Q86VP6	CAND1
P43116	PTGER2
P61925	PKIA
P61925	PKIA
P22362	CCL1
P46098	HTR3A
A2RUQ5	C17orf102
Q96K19	RNF170
Q9UMX0	UBQLN1
Q9Y3Q3	TMED3
P01903	HLA-DRA
Q2TBC4	PRICKLE4
P46098	HTR3A
Q2TBC4	PRICKLE4
Q9UIU6	SIX4
Q2TBC4	PRICKLE4
Q14353	GAMT
Q6IEE7	TMEM132E
Q2TBC4	PRICKLE4
Q9UPX6	KIAA1024
Q9UPQ3	AGAP1
O00292	LEFTY2
A6NDN3	GOLGA6B
Q9BSK0	MARVELD1
Q92526	CCT6B
Q4ZG55	GREB1
Q96EP0	RNF31
Q96EP5	DAZAP1
Q5GFL6	VWA2
P62841	RPS15
P51572	BCAP31
P62244	RPS15A
Q99541	PLIN2
Q9NWL6	ASNSD1
Q5U623	ATF7IP2
Q14576	ELAVL3
Q9NRR3	CDC42SE2
Q5U623	ATF7IP2
Q4ZG55	GREB1
Q96NB3	ZNF830
O95996	APC2
Q96CK0	ZNF653
B2RXF0	TMEM229A
Q6IQ49	C1orf55
P51572	BCAP31
Q86X45	LRRC6
Q9NRR3	CDC42SE2
Q14439	GPR176
O15354	GPR37
P38398	BRCA1
A6H8Z2	C9orf128
O95968	SCGB1D1
Q92621	NUP205
Q9UFG5	C19orf25
P38398	BRCA1
P51572	BCAP31
A6NFD8	HELT
P51572	BCAP31
Q96GY0	FAM164A
Q8WVB6	CHTF18
P84243	H3F3A
Q15041	ARL6IP1
Q9BQ95	ECSIT
P84243	H3F3A
Q12929	EPS8
Q6UW60	PCSK4
Q8TDN2	KCNV2
P50748	KNTC1
P84243	H3F3A
P51948	MNAT1
A6NHC0	KNTC1
Q5SQI0	ATAT1
P49916	LIG3
P55058	PLTP
P56696	KCNQ4
Q5SQI0	ATAT1
Q9P2K8	EIF2AK4
Q8N6S4	ANKRD13C
Q9P2K2	TXNDC16
P30044	PRDX5
Q93100	PHKB
Q5T4F4	ZFYVE27
P40189	IL6ST
Q9NUX5	POT1
P55058	PLTP
Q5JY77	GPRASP1
Q5JY77	GPRASP1
Q5JY77	GPRASP1
Q9H3P7	ACBD3
P13232	IL7
Q9HB65	ELL3
Q96D09	GPRASP2
P10911	MCF2
Q13323	BIK
Q9H2W2	MIXL1
Q8N6F7	GCET2
P51911	CNN1
Q05329	GAD2
Q5T4F4	ZFYVE27
Q9NUX5	POT1
Q05329	GAD2
Q8N7R7	CCNYL1
P52951	GBX2
A8MYU2	KCNU1
Q8IVS2	MCAT
Q4VC39	HIGD2B
P40189	IL6ST
P12235	SLC25A4
Q9H3K6	BOLA2B
Q5JRK9	PAGE2B
Q96RK1	CITED4
Q9Y2W7	KCNIP3
Q15904	ATP6AP1
P30536	TSPO
O75556	SCGB2A1
P49914	MTHFS
Q7Z2X7	PAGE2
Q6ZMR5	TMPRSS11A
B1AH88	TSPO
P11474	ESRRA
Q9Y2W7	KCNIP3
P30536	TSPO
Q7Z5J8	ANKAR
P11474	ESRRA
P42680	TEC
P50052	AGTR2
Q9UQN3	CHMP2B
Q9BQ83	SLX1A
Q9BQ83	SLX1A
Q5XKR9	FAM104B
P13762	HLA-DRB4
Q8N4X5	AFAP1L2
Q16849	PTPRN
O95969	SCGB1D2
Q96RK4	BBS4
P37108	SRP14
Q05516	ZBTB16
Q5TKA1	LIN9
P17812	CTPS
Q9UN76	SLC6A14
Q8N8I0	SAMD12
Q4KMZ8	NKAIN1
Q05516	ZBTB16
P55201	BRPF1
Q14166	TTLL12
Q9NQE9	HINT3
Q6PI77	BHLHB9
P17812	CTPS
Q6PI77	BHLHB9
P13760	HLA-DRB1
Q95IE3	HLA-DRB1
Q30167	HLA-DRB1
Q9GIY3	HLA-DRB1
Q6PI77	BHLHB9
Q13296	SCGB2A2
Q95IE3	HLA-DRB1
Q9GIY3	HLA-DRB1
Q6PI77	BHLHB9
Q6PI77	BHLHB9
Q5TKA1	LIN9
Q00978	IRF9
P54851	EMP2
P55201	BRPF1
Q8NGT2	OR13J1
Q68EM7	ARHGAP17
Q69YW2	C1orf95
Q6PL24	TMED8
P55201	BRPF1
Q6UWT2	ENHO
Q15397	KIAA0020
P55201	BRPF1
Q4G0N8	SLC9A10
Q9P1V8	SAMD15
Q8WZ73	RFFL
Q13467	FZD5
Q96LC9	BMF
Q9P2B7	KIAA1430
Q96LC9	BMF
Q8IWY4	SCUBE1
P50224	SULT1A3
Q9HBF5	ST20
Q9HBF5	ST20
Q6ZWE6	PLEKHM3
P27987	ITPKB
Q9UI30	TRMT112
P50224	SULT1A3
Q16548	BCL2A1
P27987	ITPKB
P07320	CRYGD
P0CJ77	MTRNR2L10
Q96BW1	UPRT
P26992	CNTFR
P07315	CRYGC
Q8N3R9	MPP5
Q92630	DYRK2
P50224	SULT1A3
P26992	CNTFR
Q96GU1	PAGE5
P07316	CRYGB
Q9P2N5	RBM27
Q86WZ0	HEATR4
Q6UXD1	HRCT1
P11844	CRYGA
Q32P41	TRMT5
Q9NQN1	OR2S2
O15442	MPPED1
Q96B49	TOMM6
Q6NXP6	C14orf148
Q96B49	TOMM6
Q6ZWK6	TMPRSS11F
Q7Z4G4	TRMT11
O15442	MPPED1
Q0P641	C2orf80
P49810	PSEN2
Q96M29	TEKT5
Q6FIF0	ZFAND6
P43652	AFM
P49810	PSEN2
Q9Y5L3	ENTPD2
O15438	ABCC3
P19823	ITIH2
P28069	POU1F1
Q499Z3	SLFNL1
O00300	TNFRSF11B
P49810	PSEN2
Q86VS8	HOOK3
Q499Z3	SLFNL1
O15021	MAST4
O95072	REC8
Q6XE38	SCGB1D4
P02748	C9
O95072	REC8
Q70CQ1	USP49
Q01968	OCRL
Q9H4Z3	PCIF1
Q70CQ1	USP49
Q7L266	ASRGL1
Q93045	STMN2
Q5VSY0	GKAP1
Q7L266	ASRGL1
Q5PSV4	BRMS1L
P63104	YWHAZ
Q86UD0	C9orf140
P63104	YWHAZ
P63104	YWHAZ
Q96GD3	SCMH1
Q8TEU7	RAPGEF6
Q8NI60	ADCK3
P30939	HTR1F
O15438	ABCC3
A6NC98	CCDC88B
Q8NI60	ADCK3
Q14CZ7	FASTKD3
Q9UFW8	CGGBP1
P63104	YWHAZ
